gene_id,Groups,TCGA.AC.A2FM,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FJ,TCGA.BH.A1FM,TCGA.BH.A204,TCGA.BH.A1F0,TCGA.BH.A1F6,TCGA.BH.A1FB,TCGA.BH.A1FC,TCGA.BH.A203,TCGA.BH.A208,TCGA.BH.A209
,,1,1,1,1,1,1,2,2,2,2,2,2,2
Clinical,,Early,Early,Early,Early,Early,Late,Early,Late,Late,Late,Early,Early,Late
Subtype,,LumB,LumB,LumB,LumB,LumB,LumB,Basal,Basal,LumA,Basal,Her2,Her2,LumB
ENSG00000185885.14,na,4.324815895,6.66886352,8.028734331,6.237321661,5.856115308,3.83786725,8.08861969,9.487608077,7.719752707,6.467502661,5.351325737,6.126991687,8.405336351
ENSG00000108551.4,na,3.062603818,4.127386855,3.040893187,4.659905323,0.38570909,1.386280678,3.761468123,2.299602616,4.523507854,1.365376583,4.484767304,5.338758634,1.647888419
ENSG00000109321.9,na,5.884413825,4.07446259,2.696259532,4.082351507,1.144108481,2.377374536,2.198392432,2.473764997,4.882717555,1.059427535,0.582948807,1.204802354,3.110935041
ENSG00000172201.9,na,1.660608906,3.578716003,0.644281885,0.961483826,1.158163473,1.688609047,4.711608984,3.580315709,4.591370689,2.069488161,1.355455751,4.997931628,0.952044365
ENSG00000187720.13,na,5.468709413,2.253903371,2.847872101,3.850571981,2.672897009,4.837718759,1.634900342,0.585267871,3.162134055,0.23025488,1.008491916,1.596675236,1.750495527
ENSG00000106819.10,na,3.870235034,8.016326942,6.035246696,4.268142431,7.417516813,5.55220251,3.730950178,3.477626889,6.922098916,4.530084079,4.120267548,7.525746591,3.346600344
ENSG00000107742.11,na,1.928374944,0.496506583,1.157128624,0.644666773,0.160672835,0.321797551,4.086526292,2.260452858,3.562499771,3.451965794,2.190901227,1.566620731,3.816027761
ENSG00000159167.10,na,4.604849865,2.5054736,2.076061888,4.22587044,7.684459219,2.947386125,2.184859905,1.966906135,4.689592788,1.522086897,4.580763288,4.001291785,2.286852102
ENSG00000119938.8,na,3.138665774,5.690151684,1.677643494,2.079212186,2.440461107,1.123518109,1.281239636,0.460842954,3.974204053,0.600163136,3.011910869,4.009048228,0.520024871
ENSG00000131771.12,na,3.477180897,2.732678282,2.403182573,0.021953129,0.658491937,1.493537944,6.191679165,4.99369364,3.885147427,0.221858909,2.482734561,3.405161866,1.666251137
ENSG00000163751.3,na,3.911458265,4.425362732,2.20846249,1.088140353,4.507906701,2.56393804,2.971030817,2.364493367,6.373954175,0.536666094,2.073369469,3.77195591,4.042514057
ENSG00000198502.5,na,5.93603572,3.862923148,6.362625198,4.001653365,3.09350496,5.471660371,7.444666553,5.914516203,7.851173974,7.67552167,7.268076555,5.116851518,8.337730128
ENSG00000169908.9,na,3.700399169,5.603675163,5.960541842,7.987208502,3.855033495,5.59261911,7.317310438,8.321666151,5.781250038,9.181325668,4.624719822,5.403585951,5.012074228
ENSG00000260710.1,na,0.330978429,1.439150241,2.392654554,4.2196578,1.468469018,3.920175301,0.21967794,0,1.97020379,0.066695047,0.255230503,0.132267411,2.516745611
ENSG00000128606.11,na,2.056572953,4.149430484,2.411228822,2.580729253,4.203658081,2.497301021,1.218232088,0.866396898,3.894340156,0.752856222,1.090192716,4.060899455,1.266160144
ENSG00000253125.1,na,1.179790687,0.51893751,4.173920791,2.69635593,2.543363841,0.878272176,0.006914602,0.059766507,1.954328394,0,0.163660947,0.049711511,0.403535142
ENSG00000115457.8,na,5.742160397,2.117837782,3.758795217,4.749094367,1.420342461,2.471289947,3.333102552,3.99282115,3.925259765,0.319317089,2.145073602,1.528697151,6.635870699
ENSG00000204385.9,na,3.815503958,6.296382294,6.372353978,6.312110472,4.453369809,4.746906919,0.485355796,0.381375052,4.380524794,0.216347519,2.791512239,5.490787899,3.658384071
ENSG00000163879.10,na,3.319232785,1.70507675,4.11445432,0.240956427,3.081435255,3.134180252,0.523081578,0.129069229,3.434583154,0.188161439,0.318097429,0.875239513,3.265448881
ENSG00000078081.6,na,0.224864125,0.328326112,0.733861437,0.295019023,0.289597791,0.101099015,5.064674175,3.944402548,2.648584756,2.871166565,2.398401547,0.738361276,4.0774114
ENSG00000131831.16,na,2.844168723,2.410180588,4.254494623,5.316107311,2.037294186,1.263509353,3.164301781,1.373227886,4.600288014,1.095974684,1.571515936,3.815305012,4.946517177
ENSG00000166426.7,na,0.115164937,0.26519239,8.251429493,0.630862097,0.124227078,1.102203429,1.61188047,2.466318452,2.361949793,5.915115775,2.332889601,2.418800015,8.394249033
ENSG00000155093.16,na,6.058940922,0.931021994,2.879989381,1.887088225,0.198880663,6.243207199,1.324812482,0.677367736,1.255289681,0.466965146,0.459221517,0.864009803,0.946097612
ENSG00000167676.3,na,3.741814975,3.670444112,0.473335803,0.212348441,0.046642037,0.1122297,2.915940741,1.482318868,2.017457243,0.013713784,2.67604795,0.226002236,1.937153015
ENSG00000103460.15,na,2.800528111,2.323911301,3.354568018,4.872418208,0.995616567,3.496453283,0.356557235,0.026333172,1.250752251,0.510290721,1.019938581,2.872008748,0.459237109
ENSG00000223808.1,na,0.927487081,0.161429962,0.239825511,2.69298853,5.571664596,2.924497744,0,0,0.219959854,0,3.604062816,0.095013708,0.218898966
ENSG00000143546.8,na,0.63948238,3.352729217,0.733455598,0.473733938,3.467233794,1.211368377,4.805525448,8.795631206,2.666283398,1.614430045,6.384315162,4.68500716,3.07297815
ENSG00000184564.8,na,2.444931087,0.090811775,2.356390172,6.655979696,0.611009793,0.027164987,1.572694439,0.090021379,2.816093158,0.144297721,1.536204997,1.050246814,1.385130265
ENSG00000258484.3,na,2.943514165,0.540295561,0.228152616,3.13181921,3.84628085,0.518897269,0.483074917,2.955120047,1.639348447,0.093210174,0.256997141,1.270475485,2.967018261
ENSG00000211639.2,na,0,0,0.460269785,1.134833414,0,0,5.463458341,1.413602359,0.206654787,2.911639189,4.072471128,2.586795457,1.635345466
ENSG00000134240.10,na,1.081965764,3.413345962,3.029349878,2.668084559,0.024838293,2.620038892,0,0,1.683399478,0,0.352763019,6.128097602,0.942759822
ENSG00000249242.6,na,8.81373928,5.467011835,2.249128954,4.051894996,3.286395726,2.411599221,2.956846847,1.181764173,3.009087071,1.482393308,4.700718595,2.54434657,2.554862249
ENSG00000211973.2,na,0.16371852,0.440069912,0.375371064,0.7172414,0.239533953,0.349270747,6.955318826,5.929434514,0.936139967,7.042909795,2.794377482,2.318966184,3.720573206
ENSG00000211964.3,na,0.909700211,0.086575674,0.812106896,0.905225731,0.31167681,0,7.828244083,3.26014907,4.106729075,8.48789932,2.623095349,4.374093267,7.272194928
ENSG00000139629.14,na,4.825314014,4.893968223,5.369323743,5.439430913,4.098125263,4.96419085,2.881092601,2.467663345,4.76072627,2.353108456,5.518288752,2.959572983,3.159893268
ENSG00000171385.8,na,3.202995994,0.751019363,1.824378843,3.531148673,0.277369836,2.892838787,1.029643525,0.267005335,1.99843704,0.075759611,1.032474692,0.493990565,0.533958186
ENSG00000120262.9,na,3.720820142,2.358736335,4.417988828,3.34029883,2.137489419,3.185746423,0.892689934,0.334336437,3.028663709,0.417142921,0.323562028,0.746350419,2.383130209
ENSG00000227766.1,na,1.741310781,0.248951575,0.113965747,2.626554945,0.594135129,0.072666583,4.017078945,2.352292398,3.396502701,2.577892057,2.197232597,1.466578763,3.244220073
ENSG00000241244.1,na,0.120776271,0.050106076,0.147915784,0,0.210993916,0,2.498381847,2.531254765,1.328707795,2.605721601,5.239560702,2.493929058,5.078641288
ENSG00000211938.2,na,0.054334613,0.044138426,0.211865954,0.217092177,0,0.03401721,4.627660471,2.081603419,3.034887161,4.854109873,2.603286426,2.967861482,4.584405969
ENSG00000182795.12,na,0.238752654,2.352127483,3.928326199,3.840540119,0.155238674,0.611363008,3.9845028,3.764527116,2.50173932,0.441208606,2.405130635,3.540434242,4.846042505
ENSG00000127585.10,na,4.789531647,2.650288237,4.005413468,4.586099884,2.503609597,3.561914025,1.52681451,4.116346714,3.284758716,2.833885841,2.620669609,2.146510618,0.886059089
ENSG00000169715.13,na,2.488560397,4.269479633,6.359420989,4.779116001,1.761624864,5.101948853,3.934381225,6.408571538,4.94160024,7.139784637,2.661634548,3.653082956,4.353361088
ENSG00000162482.4,na,5.351906367,0.936614231,4.321192728,5.494834677,3.018235306,4.417842124,0.529284326,2.110838372,3.923549475,0.389454051,2.236365786,0.579288069,2.933721775
ENSG00000179388.8,na,3.683296781,3.852419819,3.654121152,0.879656803,1.205296785,1.733129632,3.561713341,2.601196697,5.180741017,1.265053707,1.386029435,1.7875519,0.934351557
ENSG00000211972.2,na,0.107419334,0,0.131692118,0.177373668,0,0,3.720057357,3.361506845,2.477621025,7.012467994,3.692521119,3.970744323,5.114392306
ENSG00000244402.3,na,1.165692953,0,0.984308303,3.798383655,2.056567591,1.201630641,0,0,4.037165968,0,2.268286904,0,0.192134296
ENSG00000272398.4,na,8.157786467,8.426269124,6.192153533,2.588415251,9.237446119,7.964151396,10.73155691,10.48047876,8.568177744,8.892471357,10.64848426,8.516019387,8.038136814
ENSG00000278828.1,na,0.371294533,4.327099712,4.798202949,5.397883977,3.941578736,2.852067361,2.177264956,1.060948438,2.425397812,3.160867259,5.455469329,0.761683268,0.761243225
ENSG00000197249.11,na,4.254171063,2.761895388,2.199705792,2.365615179,2.070362131,2.301114132,4.608028043,3.88020652,6.034928984,4.49503788,3.621014282,2.328816132,5.160145901
ENSG00000106003.11,na,6.278119046,3.104645352,5.56292785,5.294380324,1.70091787,5.233978149,2.635494541,1.873368311,2.893488831,2.138162102,2.803030492,2.67049976,2.459102532
ENSG00000170786.11,na,4.101500391,0.011707683,0.098324764,5.101093154,2.737432309,0.004506894,0.579541118,0.020244404,0.867598786,0.019847686,0.496491864,4.51212743,3.590862721
ENSG00000125144.12,na,1.200548409,1.447713037,2.016952481,5.871287954,0.994331794,4.250144439,3.415511373,2.665423338,2.911290395,5.715870625,3.223375985,2.033144552,3.848318052
ENSG00000175315.2,na,0.176912412,2.818571144,0.193314919,1.194075426,4.334602963,0.148135171,2.141331311,2.877573107,2.081326744,0.213609693,2.86445298,2.584806888,2.031143218
ENSG00000196208.12,na,4.808325834,2.63915275,4.227779575,4.863688573,2.85291032,2.798076961,0.761187122,0.34258295,4.680743716,0.157222897,0.73015156,0.769495616,3.598852103
ENSG00000170577.7,na,2.896116474,4.007695856,1.143548779,0.789398906,0.91908607,2.674299503,2.097484753,3.150615642,0.303199214,4.642979369,3.437884845,2.511662994,1.834131877
ENSG00000143556.7,na,0.086213068,0.104028022,0.03615931,0.108577383,4.257835856,0,2.479179594,8.501431919,3.120520235,0.293936358,2.577281607,3.098713849,1.712114382
ENSG00000175356.11,na,5.135097683,4.017525954,4.466635964,5.125861662,5.620662413,7.001748543,0.737474363,0.578022652,5.111833091,0.60849473,3.190669386,3.206633105,1.944723688
ENSG00000277054.1,na,6.758520709,0,0.511086135,0.522476393,0,1.190568952,3.179384723,1.291611396,2.164934033,2.687328007,0.569312252,0,4.595813404
ENSG00000135750.13,na,2.430527623,4.220520381,3.704027247,3.532715653,3.856713931,0.957492508,1.161140117,3.22181055,2.922714894,1.722518134,4.089878686,2.023804285,1.429488149
ENSG00000154198.13,na,1.008702358,4.51638602,0.467894297,0.487494337,2.901613721,0.107074436,0.065034902,0.020766385,2.607313175,0,4.348860071,0.921479088,2.918308766
ENSG00000135114.11,na,1.059328777,1.833460485,4.17642665,3.041741947,1.352181755,0.250490012,4.762067145,3.887603036,1.658036289,2.786148958,1.709940376,1.031367451,4.399055112
ENSG00000107317.10,na,1.508962431,1.08265107,1.846881279,0.823203382,1.676575243,0.153379854,5.595992869,3.708324425,4.791993338,2.166430341,2.450550051,1.839001992,4.070990817
ENSG00000156234.7,na,0.797510339,0.97883887,1.739252093,0.485557454,0.469676666,0.070644644,6.649093267,2.480739178,4.588813536,6.59513909,3.11795295,0.860678248,7.044810092
ENSG00000114248.8,na,0,1.663172653,3.115207331,3.64207266,0.027327983,0.032904417,0,0,0.038244846,0.013965868,0,2.471201716,0.056703157
ENSG00000125730.15,na,2.597245915,5.688077051,5.433132006,4.093810885,2.082198307,4.130527494,6.905962056,8.22741395,7.355870215,5.015713289,5.168815499,6.527161596,6.45891235
ENSG00000147168.11,na,1.515826542,1.612153999,2.506528538,0.789628745,1.488707244,0.69998364,4.937414124,4.065888428,4.570774619,4.828168636,3.730477113,2.913526947,5.652269919
ENSG00000243264.2,na,0.220372486,0.180897859,1.153385997,0.232129626,0.200157344,0,5.455110208,2.269857555,2.27289069,6.781531864,0.345892505,4.311599473,6.378888461
ENSG00000022556.14,na,0.062731512,4.113429918,3.693563162,0.034685951,2.700929671,1.403950672,1.079855769,0.295764297,1.629003915,1.152607059,3.061334468,1.514361682,3.405112543
ENSG00000137673.7,na,1.05648859,2.722727923,1.351566143,2.486723399,1.708368632,0.190711534,7.089600838,6.725474712,5.318228077,8.300335893,3.878003024,5.174298413,1.414286419
ENSG00000132746.13,na,7.505990545,6.34566126,3.079954352,3.579719794,3.683773506,4.705884632,2.250426409,3.124386098,4.501985554,1.568381622,6.432527961,6.455892839,0.845755848
ENSG00000119917.12,na,2.767116299,3.554325408,6.23430362,4.894853572,3.022455809,1.779354646,7.387563214,6.181764254,3.685747261,4.250295506,3.753952202,3.928071165,6.451402379
ENSG00000103534.15,na,1.414166885,3.383305658,1.534059291,2.878230304,0.277199608,0.202700068,2.298776925,1.093770453,3.87004035,0.010214077,0.742644968,1.227047545,1.19426999
ENSG00000069702.9,na,1.438326359,2.873576151,4.741202609,3.394608277,0.754693317,1.11241076,4.424885051,2.45117961,3.623678897,1.013810182,1.193870474,1.996857649,3.664488991
ENSG00000135374.8,na,0.639874495,3.047544442,0.02596824,0,0.192066778,0.176483811,6.642027205,5.735956116,2.802495201,3.926069138,1.473866156,1.561652832,2.355830864
ENSG00000225698.3,na,0.711611812,0.629007841,0.127968716,0.212504257,0,0,3.105619735,3.359982848,3.549274006,8.01629721,1.7168287,4.418869512,5.831224256
ENSG00000211970.3,na,0.100607808,0.041567885,0.1623023,0.384700391,0.176656461,0.094031285,4.415392473,3.14696923,3.411092865,5.668506208,1.355227564,2.657933477,3.864135144
ENSG00000233823.1,na,2.947949252,1.131530915,5.418219978,1.234646283,2.589397172,4.006388417,0,0,0.812553047,0,0.084075415,0,1.195223664
ENSG00000134258.15,na,3.567433932,5.619077968,3.439792531,0.448346235,4.328471852,0.071542389,7.260600978,3.211971773,6.746305563,3.605164051,3.190174651,2.34782028,4.556260375
ENSG00000165816.11,na,0.469847937,0.085022042,3.120052088,3.894147902,0.118572867,0.334648055,1.077045415,0.171634431,3.319772591,0.138693259,1.125593142,0.56041511,2.262169915
ENSG00000145824.11,na,5.125195605,5.651015527,7.970091063,11.08199292,2.190372137,0.975412651,5.756861189,3.643408982,6.563749224,2.595586872,3.67073274,6.541257897,5.353930433
ENSG00000183844.15,na,5.33625272,0.825429815,0.410181412,1.230500266,4.231209385,3.530555786,2.881128696,0.098704445,0.632196539,0.144272285,0.38452126,3.079433823,0.091521959
ENSG00000144218.17,na,5.030281696,2.919665906,2.644980593,5.439969882,2.711252746,6.470220585,1.001182526,0.291289091,4.045104624,0.196874433,2.846855139,0.3586581,2.014899286
ENSG00000133134.10,na,2.065438558,0.932643083,4.107806881,2.294837428,4.449928308,2.328193661,1.313743189,4.25141529,2.46351123,4.611463315,0.507192835,2.267376829,2.344669906
ENSG00000211898.6,na,0.120301361,0,0.045246281,0.01174818,0.09721518,0,2.520876055,0.520110292,2.628028634,0.456609142,0.315845204,4.865541664,3.198942036
ENSG00000240800.1,na,4.106714915,0.103284378,4.754813481,6.354807384,4.752826587,3.855016656,0.055176682,0.060606498,5.646512897,0,5.098363706,0.512715257,2.61714045
ENSG00000184956.14,na,0.027977347,0.298463843,0.023101096,0.007153975,0,0.001755127,0.012558352,0.003960466,2.914362173,0.002589444,5.990431004,2.544488029,4.419646422
ENSG00000187955.10,na,2.867936169,4.380845179,2.742783589,2.159476747,1.808377432,3.012813583,4.873699396,2.849603016,5.480101058,0.457287959,2.06097994,7.001395357,2.235382218
ENSG00000168447.9,na,1.473814004,1.078294298,0.096859884,3.178240765,0.735288561,3.647849272,2.186423456,4.756817889,1.904096506,3.377727909,0.559916786,1.21497581,1.41894373
ENSG00000101057.14,na,3.994620605,3.641869475,3.882250884,3.138312143,2.816624914,2.852280982,4.628337841,6.026768166,1.721903792,5.621146546,5.715858448,3.475548379,6.238588074
ENSG00000207422.1,na,4.750174196,1.583805385,6.407897718,1.284333687,2.651987485,4.414614078,0,0,0.934947539,0,0.658801562,0,2.825867609
ENSG00000232216.1,na,0.105748727,0,0.248623137,1.06630526,0,0,3.682127848,0.848593643,3.106216834,3.753748189,2.157136891,2.86803504,4.426972304
ENSG00000100985.7,na,1.729993424,5.456019935,4.72387696,3.368238792,5.164361052,1.910002388,5.01605643,6.364332227,4.223795072,3.399675003,4.50201565,2.782255164,5.335435727
ENSG00000101938.13,na,1.594944383,4.120911764,0.142886108,0.393426065,0.059025353,0.140216844,4.764838871,1.650541029,3.236753196,0.758196005,2.172222724,2.043842628,2.383979631
ENSG00000180543.4,na,0.782623923,2.002636857,1.305777008,0.759965442,4.976387168,0.882023405,3.896475801,4.115432027,2.941452738,4.098328276,1.214336577,3.016949297,6.92272269
ENSG00000125999.9,na,2.340843216,6.065480985,1.386478195,6.011116718,1.89946687,3.793527212,0.085561719,0.010738608,1.823530909,0,0.464081761,3.538711558,1.23559998
ENSG00000164220.6,na,4.02383366,1.935271488,1.028170781,1.926773721,5.031237878,1.060794638,3.175797769,3.06313771,4.550722962,0.478173019,2.879155507,5.125018857,1.948152514
ENSG00000123500.8,na,2.581711262,7.033008432,6.263406047,5.135846868,7.016903992,4.959750116,2.757543454,3.145715865,5.561611804,3.221596424,5.142227146,7.336791098,2.718314627
ENSG00000131746.11,na,2.259913341,0.039224326,0.020105096,5.072299584,0.646124622,0.051000479,2.845434019,0.767778883,3.564299773,0.819924398,2.438485336,3.871041021,0.283810969
ENSG00000130707.16,na,2.805279056,5.14229426,2.943905553,3.830682279,4.782914049,1.959568396,5.839339003,6.338405515,4.852923852,6.525477986,6.924349298,5.291834292,5.850450929
ENSG00000172478.16,na,0.067127846,5.006599019,4.476687771,1.431790773,0.408709594,0,0.250802166,0.223000891,1.500914723,1.191293587,5.565505118,3.613431068,1.077537861
ENSG00000148513.16,na,2.220139753,0.015290837,4.076997238,4.822378248,3.947509629,3.778040985,0.006043657,0.052357831,4.592847419,0,3.706911959,0.098224956,1.847554314
ENSG00000185745.9,na,2.453008707,3.515992447,5.625050586,5.262257177,2.773185742,1.133761077,6.632643256,5.123743581,2.821719265,2.717304544,2.098404655,2.953648993,5.352045946
ENSG00000211942.3,na,0.106696937,0.044138426,0,0.693387322,4.666765412,0,3.866540571,1.842463633,5.243617589,0.989797939,3.910916538,3.496874488,2.846203599
ENSG00000196616.11,na,2.138283292,6.449170472,0.101626462,0.129859647,0,0.188981117,5.243579657,1.169945729,3.866234981,0,3.220344438,0.426311334,2.288366909
ENSG00000179456.10,na,2.718399478,1.272573816,0.612956215,7.363494562,3.484408248,1.532947125,3.363457474,3.928237477,5.138913182,5.125872813,4.519726811,1.886765934,6.218440286
ENSG00000160678.10,na,1.009406024,1.57297674,5.628650345,3.821749128,1.704592614,0.341974138,2.866896567,4.038276613,4.244049057,4.851644191,0.698993842,0.506721537,1.62176813
ENSG00000166165.11,na,4.212743783,2.544741658,1.139400696,2.321232327,1.092159756,0.339400113,4.274633159,3.750230784,1.562216876,5.787728778,5.280907404,5.231834613,3.335026456
ENSG00000186868.14,na,4.635771449,1.251361601,2.093821054,3.690615427,2.135016325,3.886252969,0.184172041,0.662033167,3.908188909,1.503735739,0.28194916,0.380383211,0.777126532
ENSG00000169248.11,na,0.619436605,1.098452609,3.472893952,0.767791764,0.650211847,0.460893274,6.121765173,4.661614152,3.251699708,5.036542389,3.733495569,1.809017748,4.859408883
ENSG00000176907.4,na,3.252122634,5.723647442,3.109546597,2.838773598,1.595907301,4.339965992,4.920539757,2.837579771,7.29012374,1.650592699,3.956998838,4.880410432,4.073157484
ENSG00000133048.11,na,1.175725679,1.910574623,3.025252618,1.338276125,2.248279576,0.275874195,7.046499756,7.954543104,5.633648242,2.971176324,3.199477372,2.513639841,5.035412055
ENSG00000106809.9,na,1.839607947,5.282016687,2.388357552,1.068706417,2.606618819,0.322193215,3.273353707,0.587165137,4.257804162,0.429203781,0.815482748,4.982057911,1.097470761
ENSG00000276644.3,na,4.472366857,2.868177449,1.661476181,0.765276149,3.948648051,4.344114333,0.985904377,0.260340903,2.523843915,0.063437971,2.563110214,0.773846585,1.25351913
ENSG00000148346.10,na,0.086736675,3.250750525,0.012229817,0.012553369,1.824760317,0,6.488883284,8.812607411,1.971547963,3.315229301,3.021656891,2.227116649,0.303659444
ENSG00000117472.8,na,1.974383845,3.984309348,6.439587931,6.770976898,4.322099497,5.417519665,1.490949499,0.786277394,4.060689902,0.299097293,2.673290457,3.274204615,0.975955597
ENSG00000094755.15,na,0.801449219,2.211320158,0.029428218,0.068126722,0.614849265,0.053449116,7.336412917,8.254890321,5.564920862,7.186014506,1.720283472,3.14769348,0.051032629
ENSG00000109436.7,na,8.759545533,5.214360107,5.472566562,6.907385116,7.342231759,7.716638016,3.823007659,2.988109761,6.267301799,3.487642085,5.819082615,2.920698833,4.297100067
ENSG00000184678.9,na,3.10341385,6.515758107,5.318447639,6.916620068,5.166486083,6.060915328,4.34018944,3.659395264,5.241945421,3.987869767,6.853875895,1.979412251,2.116866645
ENSG00000152049.6,na,3.443135731,1.884350496,1.428809161,4.867144194,1.385761319,3.539481904,2.062744246,1.032050819,2.860478879,1.111132532,4.4658649,3.146699607,3.591115726
ENSG00000143320.7,na,5.098534183,7.485490669,6.380095411,8.323793787,9.161361237,9.340858816,8.813243521,6.429546288,6.73877937,3.557953355,5.918037708,6.453580875,9.239321073
ENSG00000105374.8,na,1.259668904,0.870803727,0.91649872,0.578114124,0.710771116,0.410535641,4.171705364,3.772095294,3.665269237,4.952219794,2.809559106,2.190737315,4.840796763
ENSG00000041982.13,na,2.7244416,4.193578537,4.257559384,6.006407677,4.849475254,0.96483405,5.106715065,3.88925328,6.680180651,1.572928671,6.03453666,5.257512405,3.890389534
ENSG00000166819.10,na,3.517677494,5.997422615,0.293625892,0.343117441,0.229536567,0.304595475,3.936968082,1.637468114,2.03754189,0.005741373,3.09548184,0.112257796,2.264548016
ENSG00000196090.11,na,0.235404688,0.11032896,0.155120932,3.425075806,0.052130448,0.092997014,0.141807911,0.048250635,2.892306365,0,1.085433932,0.624089924,1.252780984
ENSG00000148488.14,na,2.83292652,1.130894804,3.506168227,4.740097411,0.162169129,0.134397554,0.282589722,0.770229699,3.089624164,0.111951387,2.575866903,0.167108042,2.029406816
ENSG00000211967.3,na,0.490197984,0.218805391,0.162369508,0.643883197,0,0.025691444,4.715575309,2.766000767,3.391672055,6.245173208,3.125568419,4.866356827,5.200391482
ENSG00000159212.11,na,0.329445197,1.559963361,0.98532893,0.199546279,0.796105261,0.300106861,2.698106961,1.061005477,6.40900515,0.406606907,1.027738486,1.468360255,2.557975037
ENSG00000160180.15,na,10.74372927,5.382967354,7.68570084,8.226174421,2.372755471,8.889319444,1.693782924,0.419224513,5.830823487,0.072931388,5.661474335,5.874666734,6.281803714
ENSG00000164530.12,na,1.405408664,2.96660437,0.049632894,0.745634104,0.018297467,0.074221656,3.522898643,1.389231162,3.394380272,0.534050122,1.348733007,1.457187371,3.37440408
ENSG00000173432.9,na,6.116140311,4.566901877,2.221344903,1.623454143,0.081833458,0.473962621,7.215713042,6.874746725,5.76652851,3.684288733,2.59920215,2.808257915,4.799225195
ENSG00000124107.5,na,2.244337286,4.543782307,4.581321514,3.28393525,2.152480868,1.608071639,7.926379635,8.237439616,5.737698424,5.157920828,5.283624011,8.329930755,2.528354827
ENSG00000205002.3,na,1.29712851,3.639139788,4.84771752,1.999712455,7.336635533,2.644562521,5.127705661,8.169874869,3.445310815,5.163951819,0.429336888,1.674002621,3.360691933
ENSG00000211655.3,na,0.059346239,0.307947285,0,0,0.105325704,0,3.192587109,2.915271096,2.313857119,3.761228995,0.869704443,2.919745456,3.68814187
ENSG00000211625.2,na,0.603320524,0.678433154,0.085616697,0.35889841,0.379611687,0,4.412488447,1.741079905,4.599327834,4.315956268,2.106070317,3.419638837,3.487985279
ENSG00000117115.11,na,0.73761608,2.987228229,1.677333126,1.997082423,1.373896897,1.633173787,6.893373863,5.731623755,4.698969128,6.974924864,2.199654282,5.162674133,1.835777678
ENSG00000197766.6,na,4.340456069,3.689853549,1.203203401,2.240506817,2.746701348,0.547704298,4.385911347,3.796213064,5.373119893,1.508999582,4.059368772,1.509955129,1.723922517
ENSG00000158258.14,na,3.842707849,0.960216889,1.877765705,2.999289041,1.771016797,5.555272716,1.251057261,0.370552365,3.95876961,0.266347499,2.148151514,1.170667891,0.346972629
ENSG00000266017.1,na,2.607307259,1.796545097,0.879508588,1.142012386,1.760658518,4.136879883,2.53811965,1.441570543,5.096342318,2.244414427,5.773720909,1.096231057,4.28445346
ENSG00000157765.10,na,0.263263571,0,0.061328323,0.935385952,0.273851076,0.006286014,5.29429141,4.831996876,3.117086609,3.111507719,0.698406176,1.985028766,2.247138049
ENSG00000234918.1,na,3.910755234,0,4.896833378,6.048751878,5.404618594,4.619492305,0,0,5.849665779,0,5.493235727,0.297824492,2.546595104
ENSG00000175928.5,na,0.939066701,3.780819923,3.79987047,0.50176913,0.363114223,0.454736525,2.097891172,0.859982955,3.478469396,4.231319103,0.858632978,1.979475239,0.292039023
ENSG00000274172.1,na,5.497562061,0,2.049410378,0,0,0.395802531,3.68053329,1.945410065,1.747907613,0.551755257,1.538781941,0,3.007078767
ENSG00000242887.1,na,0.418788803,0.627851328,0,0.650779565,2.47400136,0,6.824669296,3.680382505,4.263374138,5.922099486,3.432265489,5.328755871,6.346294613
ENSG00000105369.8,na,0.514231187,0.074956127,0.39702678,0.344213593,0.10998121,0.210385244,5.394435829,3.657942117,4.099707,5.864401292,2.978367607,2.297103146,5.122964145
ENSG00000167644.10,na,6.661411301,3.307242916,1.619440843,0.980593838,2.788587316,0.396083015,1.708868215,1.009951928,4.20999974,0.690176623,2.108430382,4.934489897,1.738601487
ENSG00000165731.16,na,3.783161359,2.754435042,5.899424389,4.132922948,0.680998068,5.202877075,1.246877393,0.773616981,4.307174613,2.215974986,1.877846664,0.15446601,0.696269847
ENSG00000251141.4,na,0.191335944,0.597957352,0.802808205,4.411115113,2.951920975,1.412066833,0.280053254,0.347602087,3.392306261,0.095558585,0.635227555,0.322082507,0.57448444
ENSG00000126709.13,na,7.424234155,7.049053666,9.279419467,8.991754935,7.102616243,3.85889839,9.797688953,9.935628602,6.250495787,6.559909375,6.629786768,5.976468466,9.444571566
ENSG00000168743.11,na,5.517180044,5.853568808,2.826977094,5.747390818,6.547657642,4.806725657,3.908608571,1.762862344,4.624922279,3.10496913,4.704572959,2.368472764,4.33685393
ENSG00000138615.5,na,5.820110693,5.884259095,4.626786416,2.032029867,3.092330154,2.035111023,2.25025836,1.523775272,5.660049189,0.442450595,4.786220321,7.656305804,3.924279598
ENSG00000152137.5,na,6.16551232,2.636323113,4.684026034,1.210095114,6.31367211,5.55730184,2.837976073,3.04725813,4.318852434,2.252174075,2.423078214,2.345484888,5.898722194
ENSG00000181218.5,na,0.546946096,3.815095634,0.496102106,5.942052882,1.845598849,0.141651652,3.468273424,5.098615723,4.221860425,2.197363221,4.26418126,1.432586823,2.316567775
