gene_id,Groups,TCGA.AC.A2FM,TCGA.BH.A1EN,TCGA.BH.A1EO,TCGA.BH.A1ET,TCGA.BH.A1EV,TCGA.BH.A1F2,TCGA.BH.A1FD,TCGA.BH.A1FG,TCGA.BH.A1FJ,TCGA.BH.A1FM,TCGA.BH.A1FN,TCGA.BH.A204,TCGA.BH.A1F0,TCGA.BH.A1F6,TCGA.BH.A1FC,TCGA.BH.A208,TCGA.BH.A209
,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
,,Early,Early,Late,Late,Early,Early,Early,Late,Early,Early,Early,Late,Early,Late,Late,Early,Late
,,LumB,Her2,LumB,LumA,Her2,LumB,LumB,LumA,LumB,LumB,LumB,LumB,Basal,Basal,Basal,Her2,LumB
ENSG00000133110.13>POSTN,na,6.339763496,7.330338539,9.976235218,8.47070604,7.78032995,9.369802255,7.989601699,6.710859739,6.812349053,9.70412222,8.315393197,8.159109872,6.345007592,7.327894602,6.157793699,9.845686789,6.519704284
ENSG00000274012.1>RN7SL2,na,6.877367076,3.905301187,5.063455524,5.484722177,6.958560149,5.42598034,4.597970147,7.829449708,5.991216692,2.906627496,5.604967786,3.785558463,3.692630164,7.02374518,5.57847988,2.847227565,3.601521364
ENSG00000179344.15>HLA-DQB1,na,3.852435994,2.459351606,5.551064773,4.490752572,4.568547005,2.845815639,4.725903469,2.589910274,2.173538213,2.253731219,1.730829809,3.195848938,4.36212722,3.244199643,5.662368672,4.534939635,5.78031566
ENSG00000138207.11>RBP4,na,3.279915977,4.684605825,1.608624147,0.853437784,0.342718341,5.212753916,0.459997798,0.419329331,0.288858197,0.219503139,0.107973692,0.327563662,2.503627533,1.49710542,0.059073227,0.290003501,1.064095411
ENSG00000137959.14>IFI44L,na,0.726251748,0.398707723,1.935527619,1.466173024,1.204718442,1.919405872,3.146785353,2.645303914,2.112233579,1.444016786,3.605057172,0.51481575,4.854888223,4.014660072,2.47967025,1.360500969,4.442989034
ENSG00000273472.1>RP11-102N12.3,na,5.936037491,0.502673544,2.972317206,1.717755378,1.953102202,0.976655778,1.384171869,2.760045341,2.901450194,1.692108909,0.554364924,2.268938332,0.590652239,0.301797539,0.453423452,0.220708129,0.620220054
ENSG00000235687.7>LINC00993,na,3.337594522,0,2.710768248,6.597954909,5.165124278,0,4.172890371,3.337794352,6.342272797,4.400833717,4.224105843,3.353466738,0.04041708,0.170007812,0,0.500434186,2.623968676
ENSG00000111335.11>OAS2,na,1.811807808,2.099357388,3.710397717,4.206795348,3.206874247,3.109820526,5.393013466,4.595661961,5.601800882,3.246607317,4.957359438,1.879511074,5.969679839,5.194473148,4.265631888,3.259106364,6.13191274
ENSG00000223350.2>IGLV9-49,na,0.111967947,0,0.175897007,0.207273243,2.29977675,0,0.092914898,0.570919227,0.184700414,0.284896896,0.150727265,0,4.904666597,1.491941274,3.916876346,1.751177883,7.276856464
ENSG00000123358.18>NR4A1,na,5.089384927,2.613337912,1.601963011,2.585224189,1.769065839,4.567823188,2.135531084,1.279715674,2.631250191,0.903896708,2.270553638,2.429333842,4.083366391,2.382507719,1.764343151,3.575698605,1.043046053
ENSG00000136960.11>ENPP2,na,2.146087929,1.088686729,2.493210511,2.33691867,1.635196051,3.384321707,0.899393515,1.315567708,1.299294546,1.310113743,0.686288024,1.926301386,4.159185192,2.356515223,0.95142255,3.460575104,2.121844762
ENSG00000172575.10>RASGRP1,na,2.048653111,0.161628813,1.692033328,3.132559725,0.504242272,2.750527517,1.897854751,2.909922478,2.992523624,0.745141146,0.393939786,2.537910422,3.95377499,3.765597269,3.048948348,0.350093509,2.19375161
ENSG00000178401.13>DNAJC22,na,0.480893461,0.071707304,0.449422366,3.377070899,3.581029112,3.05239847,4.621004673,1.085962655,2.394275835,2.353754654,1.138290052,2.965744946,0.901827407,0.267399054,0.247951575,1.215771964,1.977722581
ENSG00000152661.7>GJA1,na,4.553753995,3.922050326,6.435733108,10.0833932,5.247972872,6.298999047,5.791989748,3.897304193,6.915409221,6.466337564,6.174327161,4.180889169,5.017400893,4.365500884,3.341739546,6.577828541,8.253431057
ENSG00000168004.8>HRASLS5,na,1.247078577,0.079125552,3.00190399,0.349292597,2.173098759,2.833417443,1.078240299,4.906003724,0.661001101,0.758902636,3.073003887,0.053350887,1.92442298,0.145796447,0.48381814,1.782300408,2.575264587
ENSG00000232815.1>RP11-764K9.2,na,2.049322268,0.461120473,2.890632701,2.04876378,1.011457142,0.224230701,0.362214073,2.542938316,0.495871744,0.272793561,3.258152575,2.070317468,1.490991018,1.31645995,1.798079994,0.579348729,2.736065147
ENSG00000239819.2>IGKV1D-8,na,0.086526471,0,0.069917905,0.597216788,0.13080547,0.104403876,0.297813161,0.958935982,0.037245059,0.039657244,0.419429731,0.027454728,3.317455682,2.485152077,2.943246377,1.855166223,2.712934722
ENSG00000135069.12>PSAT1,na,0.311929119,0.294791144,0.788395126,0.474977745,1.678261834,3.293397646,0.798991517,0.600809093,0.197617146,0.754445428,3.446519833,0.409501061,4.686894695,4.931251964,6.648382224,2.414698404,2.736667643
ENSG00000110448.9>CD5,na,1.014081085,0.569492742,1.311413657,1.250874102,0.197677413,0.221441253,0.843195905,0.449033558,0.575252271,0.19893834,0.43253417,0.101998019,2.797236072,1.639094056,2.785463364,1.045153803,3.22712492
ENSG00000188959.9>C9orf152,na,4.226404621,4.15014876,1.323456185,4.957287245,4.616537138,4.101006548,3.163971422,2.562690301,5.324687589,2.845240312,1.510656403,4.254397714,1.60045814,0.29629548,1.307143541,2.274018971,2.065306096
ENSG00000211632.3>IGKV3D-11,na,0.142188655,0.042153284,0.222091705,1.02543697,0.234753464,0,0.15554251,0.821201269,0.233026491,0.087149564,0.066421049,0,4.038885731,1.481999131,3.86049411,2.31765744,2.596275004
ENSG00000141424.11>SLC39A6,na,10.1034202,5.95528954,6.785394068,8.650941504,5.204698343,8.803697146,6.537698917,10.64069367,8.11406136,8.119198656,6.396869434,7.974208786,4.431874914,5.343538404,5.690312746,5.188585493,5.415454531
ENSG00000170345.8>FOS,na,5.744956091,3.011556514,5.821397135,7.208655695,4.756674613,8.133964788,4.678715728,6.204113461,3.773100562,2.617887628,7.662046986,4.826727311,7.842556356,4.856095782,2.586869875,6.843208534,4.025272903
ENSG00000243238.1>IGKV2-30,na,0,0.101218721,0,1.979500936,0.429240252,0,0,0.55577464,0.280780934,0,0.657613508,0,3.760284971,0.919214292,7.655316213,2.507793783,4.806539207
ENSG00000118849.8>RARRES1,na,0.98131461,2.446121224,4.12894697,1.823261237,2.084441955,3.126141019,1.820061718,1.992123172,1.321333349,1.964187122,3.466238793,0.479844183,7.943703264,6.443975284,4.910221994,4.535960074,3.753686719
ENSG00000163873.8>GRIK3,na,3.502329196,0.069095844,1.021956022,1.864985143,1.74232865,0.07429859,0.157961298,0.135125932,2.50717546,0.100470455,2.882178928,2.322767064,0.297527799,0.433581442,0.019313413,0.357365153,1.984746311
ENSG00000117399.12>CDC20,na,3.471178484,2.388201959,2.624204768,1.539494985,4.621493301,3.369354516,4.789058406,2.94906676,4.903911628,3.369119272,6.225755387,2.703166764,5.051484331,5.399104046,6.803326096,2.956346565,5.213836913
ENSG00000228232.1>GAPDHP1,na,2.236100732,1.544912562,0.819800399,0.607845316,1.030095101,4.136600031,1.599525738,0.600954452,1.445246858,1.591646807,5.258862381,0.970549953,1.580169035,1.010299849,0.940346059,3.139325833,4.61361878
ENSG00000203697.10>CAPN8,na,2.575757097,4.112149947,2.795939886,3.723515398,2.673911755,3.116041176,2.875424837,2.743137946,6.355475238,0.072579535,0.519814225,1.264814846,0.330536628,0.347325181,0.020883777,0.856568836,1.126341368
ENSG00000111716.11>LDHB,na,3.754072433,3.429342318,4.867742917,4.158009659,3.800007514,5.284528946,5.463340752,3.471442356,3.201990287,6.108960042,6.347473444,7.218600071,6.332931723,6.93959755,7.517165121,5.447468991,7.066758138
ENSG00000131203.11>IDO1,na,0.521285138,0.120246928,1.227554448,1.132087499,0.446386635,0.283469304,1.442939247,0.660638264,0.228113166,0.08935224,1.606090662,0.187043333,3.798902189,3.125955581,3.829699815,0.58434674,4.802718363
ENSG00000132329.9>RAMP1,na,5.839223096,1.711064691,3.17579605,3.980243849,2.416738962,1.343265435,3.386646497,6.08664272,0.636489427,2.22600909,1.631724117,5.734345758,1.467675336,1.925034173,1.631386111,2.004580614,4.051764772
ENSG00000184588.16>PDE4B,na,0.715017596,3.697709873,2.558980297,3.654860274,4.486288253,4.498205081,3.73549029,0.672379586,1.621845328,1.208025728,3.952184054,0.993527659,4.372216162,1.947540021,1.510797462,2.138616976,2.145037328
ENSG00000272405.1>RP11-284F21.10,na,2.03522828,2.38722497,0.023553225,3.07943456,0.037333265,0.325289152,4.099774086,2.786976809,3.409030074,2.333884633,3.763599707,0.049666938,0.500710748,0.17559659,0.237035365,0.112440469,0.365495771
ENSG00000137699.15>TRIM29,na,0.801540643,3.48149839,1.178757695,1.227749674,0.998969473,0.075331368,2.88152138,0.666708539,0.976477607,0.093557894,3.361038666,0.004339097,2.252873875,4.298236118,0.820546113,4.417746256,0.332483114
ENSG00000189221.8>MAOA,na,1.221258406,3.910895538,1.857527112,1.478760285,0.315534506,3.693807672,0.526573068,3.436305037,0.632951183,0.56219664,0.324915813,3.875034966,3.133674305,0.73671699,0.124836476,0.980138335,0.60569126
ENSG00000224237.1>MINOS1P3,na,0,0.097361368,0,0.33274748,2.194822303,2.983638257,0.093579667,0,0.185980877,0,0.289109005,2.799833984,0.072934123,0,2.65432554,3.448062649,2.795415372
ENSG00000104341.15>LAPTM4B,na,7.021420781,5.22803133,7.244434402,3.797081676,5.486767011,7.382894417,7.03895439,7.938215924,4.840745116,6.702165705,7.088523705,4.611308555,5.028489522,6.391665627,6.898143968,4.838738578,7.665151386
ENSG00000128849.10>CGNL1,na,3.874109117,3.292527411,1.818983826,3.997467561,1.023974062,0.74585417,4.060041036,0.759491052,2.302600224,0.482166922,0.799849958,1.438346373,2.497045893,0.817377865,1.773523202,1.984742257,1.159634411
ENSG00000244731.6>C4A,na,1.005407507,0.909967582,4.034562403,4.199418387,4.753176524,3.236176415,3.731352579,1.415398264,2.538179708,0.461176408,2.86630522,0.159615779,1.057804479,0.831621083,2.16498467,1.325453233,1.989608343
ENSG00000249661.1>TNRC18P1,na,4.831042364,0.022234922,2.441371109,2.201974876,2.522040987,0.116603588,1.996076557,3.481899879,0.311557325,1.149994613,0.421547138,2.678603135,0.032906786,0.009128502,0.005972123,0.182290465,0.608076383
ENSG00000213088.8>ACKR1,na,2.38942536,1.058980626,2.434795727,3.17257433,2.823793744,3.74768801,0.231935312,3.128557221,1.696599487,0.1267964,0,0.831425749,5.121974635,2.663460666,1.109347743,2.149177024,3.681562318
ENSG00000049130.12>KITLG,na,4.091688266,4.09444261,5.794985126,5.302358459,5.63091681,5.140407544,3.680589072,5.904777743,3.572827363,3.705027907,2.23345946,5.687940219,2.314769258,1.51426149,1.13469092,2.926525706,4.741944521
ENSG00000235978.5>AC018816.3,na,1.868540972,0.422089692,0.374901373,5.099997643,0.866886067,0.389213354,2.261584996,2.131566375,4.26359695,0.265722961,2.58610392,5.4267207,0.305212805,0.127763707,0.117322967,0.27352951,1.871853882
ENSG00000197253.12>TPSB2,na,3.85352982,2.265476605,5.115715187,2.609376094,0.108034094,3.822871173,1.296243738,4.437593024,0.487245949,2.661325381,0.072905449,1.678892233,2.608721291,1.753950581,0.6311779,1.82964849,2.849341691
ENSG00000211946.3>IGHV3-20,na,0.354306794,0,0.173500846,0.517459555,2.103396745,0.132998531,0.177754774,0.052143073,2.999914486,0,0.076242148,0,2.799228671,1.449237848,4.90535152,2.881089053,5.133900034
ENSG00000178538.8>CA8,na,4.153592505,1.222301108,0.095964321,2.078450071,3.047001017,3.842713909,0.26297905,4.391131928,0.094394672,2.691160082,0.316548711,3.029218786,2.316908385,2.062455302,3.731368081,0.399200381,0.939817133
ENSG00000134202.9>GSTM3,na,3.67090238,0.866705388,4.568415483,5.989549255,4.294885264,5.115853774,2.309766,6.552049654,5.321935931,4.074719596,3.548585423,5.588690985,2.088543288,0.886501932,1.926693493,4.457068529,4.31453633
ENSG00000090382.5>LYZ,na,3.747785885,4.642369869,6.665625374,4.426454154,5.089528767,5.47744388,5.252974418,4.203274592,2.801021557,3.616241671,5.465279928,4.770210989,8.318910576,6.647311701,7.165833619,5.716508805,8.519582928
ENSG00000062038.12>CDH3,na,1.080089397,1.937152284,3.184592153,1.389380793,3.135576375,1.690602157,3.665952019,0.992408527,3.514660149,1.31982057,4.38987113,0.469859924,5.104702088,4.639801499,4.389747534,3.148275945,0.415235486
ENSG00000211772.7>TRBC2,na,1.878755836,1.206537959,2.679360594,2.32431184,0.669889766,1.084035216,1.378500121,1.469218623,0.668675385,0.703390092,1.481823939,0.260640551,4.698059181,3.049672683,4.563594086,2.336018316,4.857067937
ENSG00000132514.12>CLEC10A,na,0.636722948,0.215025486,1.201337691,0.842714358,0.113840205,0.668810574,0.046923153,0.537633594,0.063848575,0.051255337,0.051701502,0.023782183,2.475559049,1.466822728,0.521447922,0.56472183,2.654364481
ENSG00000123689.5>G0S2,na,4.185033149,1.788607332,2.899329148,1.768931819,1.265739176,5.436231473,1.94235117,1.041396384,1.154194928,0.710041867,2.374899914,0.571165229,4.718702158,3.08136076,2.48495293,0.846614703,2.636806269
ENSG00000126778.8>SIX1,na,3.82160024,0.235704852,2.810718171,3.784912432,3.589901762,3.833704464,2.400291649,2.732952333,0.251349921,1.669775341,2.481060731,6.15947035,0.236763632,2.516832959,1.282860367,1.273464161,1.127510315
ENSG00000171102.13>OBP2B,na,0.06159845,0.120892257,0.065883372,0.065429748,1.35771752,0,6.711623536,0.112021665,0.183133923,0.01879398,1.144307223,0.012982131,4.425384802,0.166683485,5.310540794,0.391006827,4.275987582
ENSG00000115339.12>GALNT3,na,2.113752968,5.195221004,0.421720269,1.055768138,3.206366461,4.39846582,0.41874003,1.616578835,4.635396469,3.474063657,4.407301737,0.295952393,5.234535934,4.106156014,2.836374756,3.652963587,4.346201131
ENSG00000060718.17>COL11A1,na,1.328587668,4.855174799,6.202600484,3.770414427,6.588271497,5.583050374,5.490375406,2.778202613,4.159331351,6.132711121,5.122022084,4.638946105,2.687244982,3.432195293,3.426677145,6.429590834,2.870758482
ENSG00000216331.1>HIST1H1PS1,na,0.111183268,1.11740986,0.1746907,1.968718038,0.654468524,2.826968543,2.888642399,3.957189088,4.45156107,3.240711957,0.409234633,3.188699965,2.005334291,1.087239137,2.004840295,0.457198588,0.742503808
ENSG00000102837.6>OLFM4,na,0.269131768,0,0.089596291,0.576078703,0.016728003,3.379487519,0,3.430281338,0.006938007,0.180868729,0.087044914,0.010182287,5.074749052,2.257833916,0,3.205507474,0.006888438
ENSG00000157404.14>KIT,na,1.167351518,0.719925773,3.025104156,2.94771837,5.829104826,1.675756155,0.807970588,2.90295213,0.582132812,1.935480197,1.146998273,0.950974049,5.714921826,3.273650219,2.331570916,2.945793377,1.533187761
ENSG00000271503.4>CCL5,na,2.926674441,2.319915997,3.698014333,3.713716633,1.728025074,2.432948774,3.271337244,3.288091597,1.635008437,1.912970252,3.576884054,0.91233784,6.705556169,5.469315978,5.99062852,3.832792826,6.759389205
ENSG00000100453.11>GZMB,na,0.189483292,0.138083884,0.440490372,0.688911479,0.06748674,0.130505157,0.26599859,0.41745032,0.123106855,0.276136625,0.794286105,0.158771878,3.850085275,2.891440022,3.91543721,0.564674517,4.027676122
ENSG00000204140.9>CLPSL1,na,0.143330873,0,0.13841706,1.905476416,3.426389594,1.285314409,3.425809797,0.081341139,3.215810815,0.294031028,2.856640334,0,3.18395292,3.16149702,1.572425119,0.133866339,2.006762181
ENSG00000243649.7>CFB,na,0.220495174,0.43778591,1.942724269,4.414709003,3.802670229,4.436066437,4.25724763,3.678226788,3.736352956,1.956048184,1.830034863,0.089018871,3.009463505,2.525310057,1.049335239,0.726683411,1.434930563
ENSG00000211904.2>IGHJ2,na,0,0,0.594489987,1.597121001,1.201298914,0.598178838,0,1.120945254,0,0.363114223,0,0,2.737257027,1.877059179,4.063765839,4.378084354,7.219036098
ENSG00000211976.2>IGHV3-73,na,0.959126479,0.175971555,0.165247469,2.243552051,0.728719044,0.085613922,0.087137648,2.470833931,0.468311431,0,0.388705228,0,4.942433321,1.617130929,4.211896139,3.909439453,4.389378951
ENSG00000198759.10>EGFL6,na,0.088554549,0.558716901,1.837281901,0.601323371,0.453494842,0.867899606,1.458438251,0.577373831,0.317786498,0.63043084,2.824099842,0.160997685,2.794825872,3.075441767,2.863569705,3.624305282,3.727763091
ENSG00000211753.3>TRBV28,na,1.183887415,0.628651206,2.367914309,1.423711871,0.415126552,0.622818843,0.735395268,1.054236075,0.437638063,0.291361852,0.868292733,0.288976446,3.639945227,2.330072929,3.668037844,2.106474872,4.20343229
ENSG00000120875.7>DUSP4,na,6.966516266,5.804749467,4.315367755,5.305524398,5.885661623,3.39643154,3.871244353,4.131936847,6.074298136,1.664348085,2.586352438,1.353379767,2.348196453,2.61297299,1.866118302,2.226908861,2.810368796
ENSG00000113924.10>HGD,na,0.630141763,3.86153916,0.657919072,3.520489593,0.539083206,0.842108156,3.040606403,0.601356622,0.492934686,1.63012816,3.134870376,0.366141271,0.064709009,0.076377456,0.021802341,0.086511685,1.231407226
ENSG00000074527.10>NTN4,na,2.273423821,2.40785474,5.764089022,6.487818014,6.625404117,5.934819318,4.231160171,5.890871655,5.027607732,4.163098159,4.403196186,3.098084683,3.850192402,3.039853925,2.689641022,3.508490445,4.318623524
ENSG00000122756.13>CNTFR,na,3.524459983,0.066255011,0.538245362,0.201224226,1.040062221,2.45926868,0.054731564,0.28339754,0.009512772,0.069495107,3.071075091,3.477407857,2.495019953,0.975116176,3.859947058,0.196035435,0.275222975
ENSG00000125740.12>FOSB,na,4.382379096,0.432589014,1.242275518,3.366585964,0.905425653,6.085348759,2.693872419,1.913424033,2.674565219,0.825262023,3.841488301,1.892990914,5.10563372,2.275780026,2.047134618,3.854174948,0.704184371
ENSG00000259459.4>RP11-321G12.1,na,1.551672469,0.018222124,2.141662292,4.686912088,4.03168282,3.208359605,3.397946631,3.687429311,2.017865972,1.168631131,1.732413306,1.878752931,0.202950754,0.142600771,0,1.580584422,2.023364361
ENSG00000213886.3>UBD,na,0.643167632,0.091111685,1.257303981,0.804102244,0.355848329,0.439784396,1.834144008,1.724385019,0.315108749,0.076921481,1.230648213,0.066525209,3.436838226,2.907033026,5.521947541,1.062279063,4.699790755
ENSG00000147257.12>GPC3,na,2.255289456,1.65231689,2.228821631,4.440064538,5.91147912,3.429816614,3.587320814,0.838953636,5.794726153,1.285864319,5.018380091,2.39331419,3.737221918,1.478254561,1.007819897,1.961873767,2.110799098
ENSG00000185885.14>IFITM1,na,4.324815895,4.213976365,7.391954211,5.512972515,5.818499359,6.66886352,8.028734331,8.987196471,6.237321661,5.856115308,8.357633967,3.83786725,8.08861969,9.487608077,6.467502661,6.126991687,8.405336351
ENSG00000108551.4>RASD1,na,3.062603818,6.242632331,1.541710573,1.585136589,1.34838848,4.127386855,3.040893187,2.777010844,4.659905323,0.38570909,3.080637496,1.386280678,3.761468123,2.299602616,1.365376583,5.338758634,1.647888419
ENSG00000109321.9>AREG,na,5.884413825,2.006666197,3.382517195,1.930528759,0.691568607,4.07446259,2.696259532,0.745506079,4.082351507,1.144108481,3.818193963,2.377374536,2.198392432,2.473764997,1.059427535,1.204802354,3.110935041
ENSG00000172201.9>ID4,na,1.660608906,0.735599606,2.342710621,2.827260653,2.346625906,3.578716003,0.644281885,1.69085942,0.961483826,1.158163473,1.270462966,1.688609047,4.711608984,3.580315709,2.069488161,4.997931628,0.952044365
ENSG00000187720.13>THSD4,na,5.468709413,0.246272024,2.638617597,4.308661446,3.700815217,2.253903371,2.847872101,4.034092913,3.850571981,2.672897009,1.961749489,4.837718759,1.634900342,0.585267871,0.23025488,1.596675236,1.750495527
ENSG00000106819.10>ASPN,na,3.870235034,4.248331618,8.471782047,6.233348626,5.974887671,8.016326942,6.035246696,4.651259406,4.268142431,7.417516813,4.661549582,5.55220251,3.730950178,3.477626889,4.530084079,7.525746591,3.346600344
ENSG00000107742.11>SPOCK2,na,1.928374944,0.800886412,2.045586498,1.32417009,0.644491009,0.496506583,1.157128624,0.767385464,0.644666773,0.160672835,1.32880116,0.321797551,4.086526292,2.260452858,3.451965794,1.566620731,3.816027761
ENSG00000159167.10>STC1,na,4.604849865,1.545829837,4.198864179,4.848560434,4.326481304,2.5054736,2.076061888,3.466921156,4.22587044,7.684459219,4.331576828,2.947386125,2.184859905,1.966906135,1.522086897,4.001291785,2.286852102
ENSG00000119938.8>PPP1R3C,na,3.138665774,1.097516584,3.459639752,4.534435508,5.668724116,5.690151684,1.677643494,3.954108027,2.079212186,2.440461107,2.830291531,1.123518109,1.281239636,0.460842954,0.600163136,4.009048228,0.520024871
ENSG00000131771.12>PPP1R1B,na,3.477180897,0.615573632,2.374777625,4.154696743,9.184958842,2.732678282,2.403182573,0.650913121,0.021953129,0.658491937,4.841695474,1.493537944,6.191679165,4.99369364,0.221858909,3.405161866,1.666251137
ENSG00000163751.3>CPA3,na,3.911458265,2.684752491,5.534713768,4.045537544,0.114062316,4.425362732,2.20846249,4.91845248,1.088140353,4.507906701,1.653010652,2.56393804,2.971030817,2.364493367,0.536666094,3.77195591,4.042514057
ENSG00000198502.5>HLA-DRB5,na,5.93603572,4.434130447,5.710697994,4.961935043,6.254526132,3.862923148,6.362625198,4.134101746,4.001653365,3.09350496,3.797542478,5.471660371,7.444666553,5.914516203,7.67552167,5.116851518,8.337730128
ENSG00000169908.9>TM4SF1,na,3.700399169,2.732274467,4.517107806,6.463493887,4.427445653,5.603675163,5.960541842,7.510544502,7.987208502,3.855033495,6.132334585,5.59261911,7.317310438,8.321666151,9.181325668,5.403585951,5.012074228
ENSG00000260710.1>RP11-616M22.7,na,0.330978429,0,1.801552371,3.142935324,3.165335102,1.439150241,2.392654554,4.286827238,4.2196578,1.468469018,1.877513674,3.920175301,0.21967794,0,0.066695047,0.132267411,2.516745611
ENSG00000128606.11>LRRC17,na,2.056572953,1.486473302,4.640303587,3.615503809,2.735630796,4.149430484,2.411228822,2.272825279,2.580729253,4.203658081,1.718473345,2.497301021,1.218232088,0.866396898,0.752856222,4.060899455,1.266160144
ENSG00000253125.1>RP11-459E5.1,na,1.179790687,0.018544404,0.1011332,3.636419655,3.19493754,0.51893751,4.173920791,0.956870816,2.69635593,2.543363841,0.897967677,0.878272176,0.006914602,0.059766507,0,0.049711511,0.403535142
ENSG00000115457.8>IGFBP2,na,5.742160397,6.031193893,2.728862996,4.483425315,6.495051462,2.117837782,3.758795217,4.783236681,4.749094367,1.420342461,5.640633313,2.471289947,3.333102552,3.99282115,0.319317089,1.528697151,6.635870699
ENSG00000204385.9>SLC44A4,na,3.815503958,6.723444989,2.902592621,6.581023089,6.03471452,6.296382294,6.372353978,4.302519791,6.312110472,4.453369809,5.830670089,4.746906919,0.485355796,0.381375052,0.216347519,5.490787899,3.658384071
ENSG00000163879.10>DNALI1,na,3.319232785,1.540185559,3.532889275,4.402541772,4.153666082,1.70507675,4.11445432,4.168369003,0.240956427,3.081435255,3.859457133,3.134180252,0.523081578,0.129069229,0.188161439,0.875239513,3.265448881
ENSG00000078081.6>LAMP3,na,0.224864125,0.113309765,1.143458696,0.69933139,0.277974405,0.328326112,0.733861437,0.604382517,0.295019023,0.289597791,1.863191727,0.101099015,5.064674175,3.944402548,2.871166565,0.738361276,4.0774114
ENSG00000131831.16>RAI2,na,2.844168723,4.082818143,4.33447023,3.96987081,1.922098332,2.410180588,4.254494623,1.704947339,5.316107311,2.037294186,3.801593748,1.263509353,3.164301781,1.373227886,1.095974684,3.815305012,4.946517177
ENSG00000166426.7>CRABP1,na,0.115164937,0.155980835,0.038019944,0.145433177,3.343767879,0.26519239,8.251429493,3.859985216,0.630862097,0.124227078,5.947542514,1.102203429,1.61188047,2.466318452,5.915115775,2.418800015,8.394249033
ENSG00000155093.16>PTPRN2,na,6.058940922,6.737053457,0.89212832,3.203387386,1.132192932,0.931021994,2.879989381,2.171446622,1.887088225,0.198880663,0.339838792,6.243207199,1.324812482,0.677367736,0.466965146,0.864009803,0.946097612
ENSG00000167676.3>PLIN4,na,3.741814975,0.890477011,1.774529403,1.552541976,0.417570758,3.670444112,0.473335803,0.714326113,0.212348441,0.046642037,0.423270304,0.1122297,2.915940741,1.482318868,0.013713784,0.226002236,1.937153015
ENSG00000103460.15>TOX3,na,2.800528111,3.565242894,0.355406797,3.445122569,2.751701779,2.323911301,3.354568018,1.410125465,4.872418208,0.995616567,2.346832788,3.496453283,0.356557235,0.026333172,0.510290721,2.872008748,0.459237109
ENSG00000223808.1>RP11-428L9.2,na,0.927487081,0,0.304521182,2.557010313,1.36290615,0.161429962,0.239825511,1.925062327,2.69298853,5.571664596,1.720446308,2.924497744,0,0,0,0.095013708,0.218898966
ENSG00000143546.8>S100A8,na,0.63948238,0.293260709,1.696210275,0.515245838,2.830336277,3.352729217,0.733455598,1.012375239,0.473733938,3.467233794,1.983710637,1.211368377,4.805525448,8.795631206,1.614430045,4.68500716,3.07297815
ENSG00000184564.8>SLITRK6,na,2.444931087,0.430725234,3.273677567,0.239389825,2.951751887,0.090811775,2.356390172,0.987932977,6.655979696,0.611009793,6.734327288,0.027164987,1.572694439,0.090021379,0.144297721,1.050246814,1.385130265
ENSG00000258484.3>SPESP1,na,2.943514165,0.099494146,1.781545936,2.638356495,0.030372656,0.540295561,0.228152616,3.448413976,3.13181921,3.84628085,0.736877137,0.518897269,0.483074917,2.955120047,0.093210174,1.270475485,2.967018261
ENSG00000211639.2>IGLV4-60,na,0,0,0.450226057,1.312545409,0.552533569,0,0.460269785,1.18000145,1.134833414,0,0.087074082,0,5.463458341,1.413602359,2.911639189,2.586795457,1.635345466
ENSG00000134240.10>HMGCS2,na,1.081965764,2.612478056,3.4868012,7.965074251,4.253172387,3.413345962,3.029349878,0.976979096,2.668084559,0.024838293,0.178104687,2.620038892,0,0,0,6.128097602,0.942759822
ENSG00000249242.6>TMEM150C,na,8.81373928,3.800052933,1.876813129,5.823994129,3.156983549,5.467011835,2.249128954,1.861427643,4.051894996,3.286395726,1.709259019,2.411599221,2.956846847,1.181764173,1.482393308,2.54434657,2.554862249
ENSG00000211973.2>IGHV1-69,na,0.16371852,0,0.089987819,1.688849912,0.691568607,0.440069912,0.375371064,1.58586771,0.7172414,0.239533953,0.577220148,0.349270747,6.955318826,5.929434514,7.042909795,2.318966184,3.720573206
ENSG00000211964.3>IGHV3-48,na,0.909700211,0.04657012,1.031032138,2.390135591,1.504824898,0.086575674,0.812106896,1.067655259,0.905225731,0.31167681,0.502903297,0,7.828244083,3.26014907,8.48789932,4.374093267,7.272194928
ENSG00000139629.14>GALNT6,na,4.825314014,4.710040685,5.046566169,5.847372089,6.353220986,4.893968223,5.369323743,1.229614763,5.439430913,4.098125263,4.77427896,4.96419085,2.881092601,2.467663345,2.353108456,2.959572983,3.159893268
ENSG00000171385.8>KCND3,na,3.202995994,0.247869149,0.672229939,4.554913696,0.583455925,0.751019363,1.824378843,3.419369306,3.531148673,0.277369836,0.921159775,2.892838787,1.029643525,0.267005335,0.075759611,0.493990565,0.533958186
ENSG00000120262.9>CCDC170,na,3.720820142,0.347091715,1.580905042,3.479113266,3.184709921,2.358736335,4.417988828,3.50206577,3.34029883,2.137489419,0.746251,3.185746423,0.892689934,0.334336437,0.417142921,0.746350419,2.383130209
ENSG00000227766.1>HCG4P5,na,1.741310781,1.28777249,1.37974534,0.089006714,0.117775778,0.248951575,0.113965747,0.127352988,2.626554945,0.594135129,2.480623544,0.072666583,4.017078945,2.352292398,2.577892057,1.466578763,3.244220073
